gene,symbol
ENSG00000158457,TSPAN33
ENSG00000158467,AHCYL2
ENSG00000158470,B4GALT5
ENSG00000158480,SPATA2
ENSG00000158526,TSR2
ENSG00000158528,PPP1R9A
ENSG00000158555,GDPD5
ENSG00000158560,DYNC1I1
ENSG00000158604,TMED4
ENSG00000158615,PPP1R15B
ENSG00000158623,COPG2
ENSG00000158716,DUSP23
ENSG00000158793,NIT1
ENSG00000158796,DEDD
ENSG00000158828,PINK1
ENSG00000158850,B4GALT3
ENSG00000158856,DMTN
ENSG00000158864,NDUFS2
ENSG00000158882,TOMM40L
ENSG00000158941,CCAR2
ENSG00000158985,CDC42SE2
ENSG00000158987,RAPGEF6
ENSG00000159063,ALG8
ENSG00000159082,SYNJ1
ENSG00000159086,PAXBP1
ENSG00000159111,MRPL10
ENSG00000159128,IFNGR2
ENSG00000159140,SON
ENSG00000159164,SV2A
ENSG00000159167,STC1
ENSG00000159176,CSRP1
ENSG00000159199,ATP5MC1
ENSG00000159200,RCAN1
ENSG00000159202,UBE2Z
ENSG00000159210,SNF8
ENSG00000159228,CBR1
ENSG00000159256,MORC3
ENSG00000159307,SCUBE1
ENSG00000159322,ADPGK
ENSG00000159335,PTMS
ENSG00000159348,CYB5R1
ENSG00000159352,PSMD4
ENSG00000159363,ATP13A2
ENSG00000159377,PSMB4
ENSG00000159409,CELF3
ENSG00000159423,ALDH4A1
ENSG00000159445,THEM4
ENSG00000159459,UBR1
ENSG00000159461,AMFR
ENSG00000159479,MED8
ENSG00000159579,RSPRY1
ENSG00000159592,GPBP1L1
ENSG00000159593,NAE1
ENSG00000159658,EFCAB14
ENSG00000159685,CHCHD6
ENSG00000159692,CTBP1
ENSG00000159720,ATP6V0D1
ENSG00000159784,FAM131B
ENSG00000159788,RGS12
ENSG00000159840,ZYX
ENSG00000159842,ABR
ENSG00000159921,GNE
ENSG00000160007,ARHGAP35
ENSG00000160014,CALM3
ENSG00000160049,DFFA
ENSG00000160058,BSDC1
ENSG00000160075,SSU72
ENSG00000160087,UBE2J2
ENSG00000160113,NR2F6
ENSG00000160131,VMA21
ENSG00000160145,KALRN
ENSG00000160179,ABCG1
ENSG00000160191,PDE9A
ENSG00000160194,NDUFV3
ENSG00000160209,PDXK
ENSG00000160213,CSTB
ENSG00000160214,RRP1
ENSG00000160216,AGPAT3
ENSG00000160285,LSS
ENSG00000160294,MCM3AP
ENSG00000160299,PCNT
ENSG00000160305,DIP2A
ENSG00000160307,S100B
ENSG00000160310,PRMT2
ENSG00000160321,ZNF208
ENSG00000160326,SLC2A6
ENSG00000160439,RDH13
ENSG00000160445,ZER1
ENSG00000160460,SPTBN4
ENSG00000160469,BRSK1
ENSG00000160551,TAOK1
ENSG00000160570,DEDD2
ENSG00000160584,SIK3
ENSG00000160613,PCSK7
ENSG00000160633,SAFB
ENSG00000160679,CHTOP
ENSG00000160688,FLAD1
ENSG00000160695,VPS11
ENSG00000160710,ADAR
ENSG00000160714,UBE2Q1
ENSG00000160716,CHRNB2
ENSG00000160746,ANO10
ENSG00000160753,RUSC1
ENSG00000160785,SLC25A44
ENSG00000160789,LMNA
ENSG00000160799,CCDC12
ENSG00000160818,GPATCH4
ENSG00000160917,CPSF4
ENSG00000160948,VPS28
ENSG00000160959,LRRC14
ENSG00000160961,ZNF333
ENSG00000160991,ORAI2
ENSG00000161011,SQSTM1
ENSG00000161021,MAML1
ENSG00000161048,NAPEPLD
ENSG00000161057,PSMC2
ENSG00000161082,CELF5
ENSG00000161202,DVL3
ENSG00000161203,AP2M1
ENSG00000161204,ABCF3
ENSG00000161217,PCYT1A
ENSG00000161267,BDH1
ENSG00000161526,SAP30BP
ENSG00000161533,ACOX1
ENSG00000161542,PRPSAP1
ENSG00000161642,ZNF385A
ENSG00000161813,LARP4
ENSG00000161980,POLR3K
ENSG00000161981,SNRNP25
ENSG00000162065,TBC1D24
ENSG00000162076,FLYWCH2
ENSG00000162104,ADCY9
ENSG00000162105,SHANK2
ENSG00000162174,ASRGL1
ENSG00000162188,GNG3
ENSG00000162191,UBXN1
ENSG00000162222,TTC9C
ENSG00000162298,SYVN1
ENSG00000162368,CMPK1
ENSG00000162374,ELAVL4
ENSG00000162378,ZYG11B
ENSG00000162402,USP24
ENSG00000162408,NOL9
ENSG00000162409,PRKAA2
ENSG00000162413,KLHL21
ENSG00000162433,AK4
ENSG00000162434,JAK1
ENSG00000162437,RAVER2
ENSG00000162511,LAPTM5
ENSG00000162512,SDC3
ENSG00000162517,PEF1
ENSG00000162521,RBBP4
ENSG00000162545,CAMK2N1
ENSG00000162585,FAAP20
ENSG00000162599,NFIA
ENSG00000162601,MYSM1
ENSG00000162604,TM2D1
ENSG00000162607,USP1
ENSG00000162613,FUBP1
ENSG00000162616,DNAJB4
ENSG00000162623,TYW3
ENSG00000162630,B3GALT2
ENSG00000162642,C1orf52
ENSG00000162664,ZNF326
ENSG00000162688,AGL
ENSG00000162694,EXTL2
ENSG00000162695,SLC30A7
ENSG00000162702,ZNF281
ENSG00000162704,ARPC5
ENSG00000162706,CADM3
ENSG00000162728,KCNJ9
ENSG00000162729,IGSF8
ENSG00000162734,PEA15
ENSG00000162735,PEX19
ENSG00000162736,NCSTN
ENSG00000162769,FLVCR1
ENSG00000162819,BROX
ENSG00000162849,KIF26B
ENSG00000162851,TFB2M
ENSG00000162852,CNST
ENSG00000162869,PPP1R21
ENSG00000162873,KLHDC8A
ENSG00000162889,MAPKAPK2
ENSG00000162909,CAPN2
ENSG00000162910,MRPL55
ENSG00000162923,WDR26
ENSG00000162961,DPY30
ENSG00000162980,ARL5A
ENSG00000162989,KCNJ3
ENSG00000163013,FBXO41
ENSG00000163029,SMC6
ENSG00000163032,VSNL1
ENSG00000163053,SLC16A14
ENSG00000163064,EN1
ENSG00000163069,SGCB
ENSG00000163104,SMARCAD1
ENSG00000163110,PDLIM5
ENSG00000163125,RPRD2
ENSG00000163156,SCNM1
ENSG00000163159,VPS72
ENSG00000163166,IWS1
ENSG00000163170,BOLA3
ENSG00000163214,DHX57
ENSG00000163257,DCAF16
ENSG00000163288,GABRB1
ENSG00000163291,PAQR3
ENSG00000163320,CGGBP1
ENSG00000163328,GPR155
ENSG00000163344,PMVK
ENSG00000163346,PBXIP1
ENSG00000163349,HIPK1
ENSG00000163374,YY1AP1
ENSG00000163380,LMOD3
ENSG00000163389,POGLUT1
ENSG00000163393,SLC22A15
ENSG00000163399,ATP1A1
ENSG00000163412,EIF4E3
ENSG00000163444,TMEM183A
ENSG00000163453,IGFBP7
ENSG00000163466,ARPC2
ENSG00000163468,CCT3
ENSG00000163479,SSR2
ENSG00000163513,TGFBR2
ENSG00000163517,HDAC11
ENSG00000163528,CHCHD4
ENSG00000163531,NFASC
ENSG00000163536,SERPINI1
ENSG00000163539,CLASP2
ENSG00000163541,SUCLG1
ENSG00000163558,PRKCI
ENSG00000163577,EIF5A2
ENSG00000163590,PPM1L
ENSG00000163596,ICA1L
ENSG00000163602,RYBP
ENSG00000163618,CADPS
ENSG00000163624,CDS1
ENSG00000163625,WDFY3
ENSG00000163629,PTPN13
ENSG00000163630,SYNPR
ENSG00000163634,THOC7
ENSG00000163635,ATXN7
ENSG00000163636,PSMD6
ENSG00000163637,PRICKLE2
ENSG00000163644,PPM1K
ENSG00000163655,GMPS
ENSG00000163660,CCNL1
ENSG00000163681,SLMAP
ENSG00000163683,SMIM14
ENSG00000163697,APBB2
ENSG00000163704,PRRT3
ENSG00000163714,U2SURP
ENSG00000163719,MTMR14
ENSG00000163728,TTC14
ENSG00000163743,RCHY1
ENSG00000163754,GYG1
ENSG00000163781,TOPBP1
ENSG00000163788,SNRK
ENSG00000163807,KIAA1143
ENSG00000163811,WDR43
ENSG00000163812,ZDHHC3
ENSG00000163818,LZTFL1
ENSG00000163832,ELP6
ENSG00000163848,ZNF148
ENSG00000163866,SMIM12
ENSG00000163867,ZMYM6
ENSG00000163872,YEATS2
ENSG00000163873,GRIK3
ENSG00000163875,MEAF6
ENSG00000163882,POLR2H
ENSG00000163900,TMEM41A
ENSG00000163902,RPN1
ENSG00000163904,SENP2
ENSG00000163931,TKT
ENSG00000163939,PBRM1
ENSG00000163947,ARHGEF3
ENSG00000163956,LRPAP1
ENSG00000163960,UBXN7
ENSG00000163961,RNF168
ENSG00000163964,PIGX
ENSG00000163995,ABLIM2
ENSG00000164022,AIMP1
ENSG00000164031,DNAJB14
ENSG00000164038,SLC9B2
ENSG00000164040,PGRMC2
ENSG00000164050,PLXNB1
ENSG00000164051,CCDC51
ENSG00000164054,SHISA5
ENSG00000164061,BSN
ENSG00000164062,APEH
ENSG00000164066,INTU
ENSG00000164070,HSPA4L
ENSG00000164076,CAMKV
ENSG00000164080,RAD54L2
ENSG00000164089,ETNPPL
ENSG00000164091,WDR82
ENSG00000164096,C4orf3
ENSG00000164104,HMGB2
ENSG00000164106,SCRG1
ENSG00000164111,ANXA5
ENSG00000164114,MAP9
ENSG00000164117,FBXO8
ENSG00000164124,TMEM144
ENSG00000164134,NAA15
ENSG00000164151,ICE1
ENSG00000164163,ABCE1
ENSG00000164164,OTUD4
ENSG00000164167,LSM6
ENSG00000164172,MOCS2
ENSG00000164176,EDIL3
ENSG00000164181,ELOVL7
ENSG00000164187,LMBRD2
ENSG00000164190,NIPBL
ENSG00000164197,RNF180
ENSG00000164199,ADGRV1
ENSG00000164209,SLC25A46
ENSG00000164211,STARD4
ENSG00000164252,AGGF1
ENSG00000164253,WDR41
ENSG00000164258,NDUFS4
ENSG00000164284,GRPEL2
ENSG00000164292,RHOBTB3
ENSG00000164323,CFAP97
ENSG00000164327,RICTOR
ENSG00000164330,EBF1
ENSG00000164331,ANKRA2
ENSG00000164332,UBLCP1
ENSG00000164346,NSA2
ENSG00000164366,CCDC127
ENSG00000164398,ACSL6
ENSG00000164405,UQCRQ
ENSG00000164418,GRIK2
ENSG00000164434,FABP7
ENSG00000164463,CREBRF
ENSG00000164466,SFXN1
ENSG00000164506,STXBP5
ENSG00000164548,TRA2A
ENSG00000164574,GALNT10
ENSG00000164576,SAP30L
ENSG00000164587,RPS14
ENSG00000164588,HCN1
ENSG00000164604,GPR85
ENSG00000164609,SLU7
ENSG00000164615,CAMLG
ENSG00000164631,ZNF12
ENSG00000164638,SLC29A4
ENSG00000164654,MIOS
ENSG00000164683,HEY1
ENSG00000164733,CTSB
ENSG00000164741,DLC1
ENSG00000164742,ADCY1
ENSG00000164751,PEX2
ENSG00000164754,RAD21
ENSG00000164778,EN2
ENSG00000164796,CSMD3
ENSG00000164808,SPIDR
ENSG00000164815,ORC5
ENSG00000164823,OSGIN2
ENSG00000164828,SUN1
ENSG00000164830,OXR1
ENSG00000164896,FASTK
ENSG00000164897,TMUB1
ENSG00000164902,PHAX
ENSG00000164904,ALDH7A1
ENSG00000164916,FOXK1
ENSG00000164919,COX6C
ENSG00000164924,YWHAZ
ENSG00000164929,BAALC
ENSG00000164934,DCAF13
ENSG00000164951,PDP1
ENSG00000164970,FAM219A
ENSG00000164975,SNAPC3
ENSG00000164978,NUDT2
ENSG00000164985,PSIP1
ENSG00000165006,UBAP1
ENSG00000165023,DIRAS2
ENSG00000165028,NIPSNAP3B
ENSG00000165029,ABCA1
ENSG00000165092,ALDH1A1
ENSG00000165102,HGSNAT
ENSG00000165113,GKAP1
ENSG00000165138,ANKS6
ENSG00000165156,ZHX1
ENSG00000165169,DYNLT3
ENSG00000165175,MID1IP1
ENSG00000165185,KIAA1958
ENSG00000165186,PTCHD1
ENSG00000165209,STRBP
ENSG00000165219,GAPVD1
ENSG00000165238,WNK2
ENSG00000165240,ATP7A
ENSG00000165264,NDUFB6
ENSG00000165271,NOL6
ENSG00000165280,VCP
ENSG00000165300,SLITRK5
ENSG00000165322,ARHGAP12
ENSG00000165323,FAT3
ENSG00000165338,HECTD2
ENSG00000165355,FBXO33
ENSG00000165379,LRFN5
ENSG00000165410,CFL2
ENSG00000165416,SUGT1
ENSG00000165417,GTF2A1
ENSG00000165434,PGM2L1
ENSG00000165443,PHYHIPL
ENSG00000165475,CRYL1
ENSG00000165476,REEP3
ENSG00000165487,MICU2
ENSG00000165495,PKNOX2
ENSG00000165516,KLHDC2
ENSG00000165525,NEMF
ENSG00000165566,AMER2
ENSG00000165572,KBTBD6
ENSG00000165609,NUDT5
ENSG00000165632,TAF3
ENSG00000165644,COMTD1
ENSG00000165646,SLC18A2
ENSG00000165650,PDZD8
ENSG00000165655,ZNF503
ENSG00000165669,FAM204A
ENSG00000165671,NSD1
ENSG00000165672,PRDX3
ENSG00000165678,GHITM
ENSG00000165699,TSC1
ENSG00000165704,HPRT1
ENSG00000165724,ZMYND19
ENSG00000165731,RET
ENSG00000165732,DDX21
ENSG00000165733,BMS1
ENSG00000165775,FUNDC2
ENSG00000165795,NDRG2
ENSG00000165801,ARHGEF40
ENSG00000165802,NSMF
ENSG00000165813,CCDC186
ENSG00000165821,SALL2
ENSG00000165832,TRUB1
ENSG00000165861,ZFYVE1
ENSG00000165868,HSPA12A
ENSG00000165898,ISCA2
ENSG00000165914,TTC7B
ENSG00000165915,SLC39A13
ENSG00000165916,PSMC3
ENSG00000165934,CPSF2
ENSG00000165943,MOAP1
ENSG00000165995,CACNB2
ENSG00000165997,ARL5B
ENSG00000166002,SMCO4
ENSG00000166012,TAF1D
ENSG00000166033,HTRA1
ENSG00000166037,CEP57
ENSG00000166073,GPR176
ENSG00000166111,SVOP
ENSG00000166128,RAB8B
ENSG00000166135,HIF1AN
ENSG00000166166,TRMT61A
ENSG00000166167,BTRC
ENSG00000166170,BAG5
ENSG00000166173,LARP6
ENSG00000166181,API5
ENSG00000166200,COPS2
ENSG00000166206,GABRB3
ENSG00000166224,SGPL1
ENSG00000166226,CCT2
ENSG00000166228,PCBD1
ENSG00000166233,ARIH1
ENSG00000166257,SCN3B
ENSG00000166260,COX11
ENSG00000166266,CUL5
ENSG00000166272,WBP1L
ENSG00000166295,ANAPC16
ENSG00000166311,SMPD1
ENSG00000166326,TRIM44
ENSG00000166337,TAF10
ENSG00000166340,TPP1
ENSG00000166347,CYB5A
ENSG00000166348,USP54
ENSG00000166402,TUB
ENSG00000166405,RIC3
ENSG00000166432,ZMAT1
ENSG00000166446,CDYL2
ENSG00000166448,TMEM130
ENSG00000166452,AKIP1
ENSG00000166454,ATMIN
ENSG00000166471,TMEM41B
ENSG00000166479,TMX3
ENSG00000166501,PRKCB
ENSG00000166532,RIMKLB
ENSG00000166548,TK2
ENSG00000166557,TMED3
ENSG00000166562,SEC11C
ENSG00000166579,NDEL1
ENSG00000166598,HSP90B1
ENSG00000166619,BLCAP
ENSG00000166676,TVP23A
ENSG00000166710,B2M
ENSG00000166747,AP1G1
ENSG00000166770,ZNF667-AS1
ENSG00000166822,TMEM170A
ENSG00000166839,ANKDD1A
ENSG00000166847,DCTN5
ENSG00000166848,TERF2IP
ENSG00000166855,CLPX
ENSG00000166887,VPS39
ENSG00000166900,STX3
ENSG00000166902,MRPL16
ENSG00000166908,PIP4K2C
ENSG00000166913,YWHAB
ENSG00000166925,TSC22D4
ENSG00000166946,CCNDBP1
ENSG00000166963,MAP1A
ENSG00000166971,AKTIP
ENSG00000166974,MAPRE2
ENSG00000167004,PDIA3
ENSG00000167037,SGSM1
ENSG00000167074,TEF
ENSG00000167081,PBX3
ENSG00000167088,SNRPD1
ENSG00000167110,GOLGA2
ENSG00000167112,TRUB2
ENSG00000167113,COQ4
ENSG00000167118,URM1
ENSG00000167191,GPRC5B
ENSG00000167193,CRK
ENSG00000167196,FBXO22
ENSG00000167232,ZNF91
ENSG00000167258,CDK12
ENSG00000167280,ENGASE
ENSG00000167291,TBC1D16
ENSG00000167323,STIM1
ENSG00000167325,RRM1
ENSG00000167371,PRRT2
ENSG00000167378,IRGQ
ENSG00000167380,ZNF226
ENSG00000167460,TPM4
ENSG00000167468,GPX4
ENSG00000167470,MIDN
ENSG00000167491,GATAD2A
ENSG00000167515,TRAPPC2L
ENSG00000167522,ANKRD11
ENSG00000167526,RPL13
ENSG00000167535,CACNB3
ENSG00000167548,KMT2D
ENSG00000167549,CORO6
ENSG00000167552,TUBA1A
ENSG00000167555,ZNF528
ENSG00000167601,AXL
ENSG00000167614,TTYH1
ENSG00000167632,TRAPPC9
ENSG00000167635,ZNF146
ENSG00000167642,SPINT2
ENSG00000167645,YIF1B
ENSG00000167654,ATCAY
ENSG00000167657,DAPK3
ENSG00000167658,EEF2
ENSG00000167671,UBXN6
ENSG00000167680,SEMA6B
ENSG00000167685,ZNF444
ENSG00000167699,GLOD4
ENSG00000167700,MFSD3
ENSG00000167733,HSD11B1L
ENSG00000167770,OTUB1
ENSG00000167778,SPRYD3
ENSG00000167779,IGFBP6
ENSG00000167792,NDUFV1
ENSG00000167815,PRDX2
ENSG00000167861,HID1
ENSG00000167881,SRP68
ENSG00000167964,RAB26
ENSG00000167971,CASKIN1
ENSG00000167972,ABCA3
ENSG00000167978,SRRM2
ENSG00000167986,DDB1
ENSG00000168002,POLR2G
ENSG00000168003,SLC3A2
ENSG00000168036,CTNNB1
ENSG00000168066,SF1
ENSG00000168090,COPS6
ENSG00000168092,PAFAH1B2
ENSG00000168118,RAB4A
ENSG00000168137,SETD5
ENSG00000168159,RNF187
ENSG00000168172,HOOK3
ENSG00000168175,MAPK1IP1L
ENSG00000168214,RBPJ
ENSG00000168216,LMBRD1
ENSG00000168234,TTC39C
ENSG00000168243,GNG4
ENSG00000168264,IRF2BP2
ENSG00000168275,COA6
ENSG00000168280,KIF5C
ENSG00000168286,THAP11
ENSG00000168288,MMADHC
ENSG00000168291,PDHB
ENSG00000168297,PXK
ENSG00000168301,KCTD6
ENSG00000168303,MPLKIP
ENSG00000168309,FAM107A
ENSG00000168314,MOBP
ENSG00000168374,ARF4
ENSG00000168395,ING5
ENSG00000168397,ATG4B
ENSG00000168434,COG7
ENSG00000168453,HR
ENSG00000168461,RAB31
ENSG00000168481,LGI3
ENSG00000168495,POLR3D
ENSG00000168502,MTCL1
ENSG00000168522,FNTA
ENSG00000168566,SNRNP48
ENSG00000168591,TMUB2
ENSG00000168610,STAT3
ENSG00000168615,ADAM9
ENSG00000168653,NDUFS5
ENSG00000168675,LDLRAD4
ENSG00000168701,TMEM208
ENSG00000168702,LRP1B
ENSG00000168710,AHCYL1
ENSG00000168724,DNAJC21
ENSG00000168734,PKIG
ENSG00000168743,NPNT
ENSG00000168772,CXXC4
ENSG00000168781,PPIP5K1
ENSG00000168785,TSPAN5
ENSG00000168818,STX18
ENSG00000168824,NSG1
ENSG00000168827,GFM1
ENSG00000168843,FSTL5
ENSG00000168883,USP39
ENSG00000168904,LRRC28
ENSG00000168906,MAT2A
ENSG00000168913,ENHO
ENSG00000168917,SLC35G2
ENSG00000168924,LETM1
ENSG00000168936,TMEM129
ENSG00000168958,MFF
ENSG00000168993,CPLX1
ENSG00000169006,NTSR2
ENSG00000169018,FEM1B
ENSG00000169019,COMMD8
ENSG00000169032,MAP2K1
ENSG00000169045,HNRNPH1
ENSG00000169047,IRS1
ENSG00000169057,MECP2
ENSG00000169083,AR
ENSG00000169116,PARM1
ENSG00000169122,FAM110B
ENSG00000169139,UBE2V2
ENSG00000169155,ZBTB43
ENSG00000169169,CPT1C
ENSG00000169180,XPO6
ENSG00000169184,MN1
ENSG00000169189,NSMCE1
ENSG00000169193,CCDC126
ENSG00000169213,RAB3B
ENSG00000169217,CD2BP2
ENSG00000169223,LMAN2
ENSG00000169251,NMD3
ENSG00000169255,B3GALNT1
ENSG00000169288,MRPL1
ENSG00000169302,STK32A
ENSG00000169359,SLC33A1
ENSG00000169375,SIN3A
ENSG00000169398,PTK2
ENSG00000169410,PTPN9
ENSG00000169432,SCN9A
ENSG00000169439,SDC2
ENSG00000169446,MMGT1
ENSG00000169490,TM2D2
ENSG00000169504,CLIC4
ENSG00000169554,ZEB2
ENSG00000169564,PCBP1
ENSG00000169567,HINT1
ENSG00000169641,LUZP1
ENSG00000169710,FASN
ENSG00000169714,CNBP
ENSG00000169740,ZNF32
ENSG00000169744,LDB2
ENSG00000169760,NLGN1
ENSG00000169762,TAPT1
ENSG00000169764,UGP2
ENSG00000169783,LINGO1
ENSG00000169826,CSGALNACT2
ENSG00000169851,PCDH7
ENSG00000169855,ROBO1
ENSG00000169862,CTNND2
ENSG00000169891,REPS2
ENSG00000169902,TPST1
ENSG00000169905,TOR1AIP2
ENSG00000169926,KLF13
ENSG00000169933,FRMPD4
ENSG00000169967,MAP3K2
ENSG00000169976,SF3B5
ENSG00000169992,NLGN2
ENSG00000170011,MYRIP
ENSG00000170017,ALCAM
ENSG00000170027,YWHAG
ENSG00000170075,GPR37L1
ENSG00000170088,TMEM192
ENSG00000170113,NIPA1
ENSG00000170142,UBE2E1
ENSG00000170144,HNRNPA3
ENSG00000170145,SIK2
ENSG00000170153,RNF150
ENSG00000170231,FABP6
ENSG00000170234,PWWP2A
ENSG00000170242,USP47
ENSG00000170248,PDCD6IP
ENSG00000170266,GLB1
ENSG00000170275,CRTAP
ENSG00000170310,STX8
ENSG00000170315,UBB
ENSG00000170340,B3GNT2
ENSG00000170348,TMED10
ENSG00000170385,SLC30A1
ENSG00000170419,VSTM2A
ENSG00000170448,NFXL1
ENSG00000170456,DENND5B
ENSG00000170464,DNAJC18
ENSG00000170471,RALGAPB
ENSG00000170500,LONRF2
ENSG00000170502,NUDT9
ENSG00000170515,PA2G4
ENSG00000170522,ELOVL6
ENSG00000170525,PFKFB3
ENSG00000170540,ARL6IP1
ENSG00000170542,SERPINB9
ENSG00000170558,CDH2
ENSG00000170571,EMB
ENSG00000170581,STAT2
ENSG00000170606,HSPA4
ENSG00000170619,COMMD5
ENSG00000170624,SGCD
ENSG00000170633,RNF34
ENSG00000170743,SYT9
ENSG00000170745,KCNS3
ENSG00000170759,KIF5B
ENSG00000170776,AKAP13
ENSG00000170832,USP32
ENSG00000170852,KBTBD2
ENSG00000170860,LSM3
ENSG00000170871,KIAA0232
ENSG00000170873,MTSS1
ENSG00000170876,TMEM43
ENSG00000170881,RNF139
ENSG00000170889,RPS9
ENSG00000170899,GSTA4
ENSG00000170903,MSANTD4
ENSG00000170906,NDUFA3
ENSG00000170915,PAQR8
ENSG00000170921,TANC2
ENSG00000170954,ZNF415
ENSG00000170989,S1PR1
ENSG00000171004,HS6ST2
ENSG00000171033,PKIA
ENSG00000171055,FEZ2
ENSG00000171067,C11orf24
ENSG00000171105,INSR
ENSG00000171109,MFN1
ENSG00000171130,ATP6V0E2
ENSG00000171135,JAGN1
ENSG00000171150,SOCS5
ENSG00000171155,C1GALT1C1
ENSG00000171163,ZNF692
ENSG00000171202,TMEM126A
ENSG00000171204,TMEM126B
ENSG00000171206,TRIM8
ENSG00000171208,NETO2
ENSG00000171222,SCAND1
ENSG00000171223,JUNB
ENSG00000171262,FAM98B
ENSG00000171298,GAA
ENSG00000171302,CANT1
ENSG00000171307,ZDHHC16
ENSG00000171310,CHST11
ENSG00000171311,EXOSC1
ENSG00000171365,CLCN5
ENSG00000171368,TPPP
ENSG00000171385,KCND3
ENSG00000171435,KSR2
ENSG00000171444,MCC
ENSG00000171450,CDK5R2
ENSG00000171451,DSEL
ENSG00000171456,ASXL1
ENSG00000171467,ZNF318
ENSG00000171475,WIPF2
ENSG00000171490,RSL1D1
ENSG00000171492,LRRC8D
ENSG00000171503,ETFDH
ENSG00000171533,MAP6
ENSG00000171552,BCL2L1
ENSG00000171566,PLRG1
ENSG00000171587,DSCAM
ENSG00000171603,CLSTN1
ENSG00000171604,CXXC5
ENSG00000171608,PIK3CD
ENSG00000171617,ENC1
ENSG00000171634,BPTF
ENSG00000171681,ATF7IP
ENSG00000171703,TCEA2
ENSG00000171720,HDAC3
ENSG00000171723,GPHN
ENSG00000171724,VAT1L
ENSG00000171735,CAMTA1
ENSG00000171766,GATM
ENSG00000171793,CTPS1
ENSG00000171824,EXOSC10
ENSG00000171843,MLLT3
ENSG00000171858,RPS21
ENSG00000171862,PTEN
ENSG00000171867,PRNP
ENSG00000171885,AQP4
ENSG00000171914,TLN2
ENSG00000171951,SCG2
ENSG00000171953,ATPAF2
ENSG00000171988,JMJD1C
ENSG00000172007,RAB33B
ENSG00000172020,GAP43
ENSG00000172046,USP19
ENSG00000172057,ORMDL3
ENSG00000172137,CALB2
ENSG00000172201,ID4
ENSG00000172260,NEGR1
ENSG00000172262,ZNF131
ENSG00000172264,MACROD2
ENSG00000172269,DPAGT1
ENSG00000172292,CERS6
ENSG00000172301,COPRS
ENSG00000172331,BPGM
ENSG00000172336,POP7
ENSG00000172339,ALG14
ENSG00000172346,CSDC2
ENSG00000172348,RCAN2
ENSG00000172350,ABCG4
ENSG00000172379,ARNT2
ENSG00000172403,SYNPO2
ENSG00000172461,FUT9
ENSG00000172466,ZNF24
ENSG00000172493,AFF1
ENSG00000172500,FIBP
ENSG00000172508,CARNS1
ENSG00000172534,HCFC1
ENSG00000172586,CHCHD1
ENSG00000172667,ZMAT3
ENSG00000172731,LRRC20
ENSG00000172757,CFL1
ENSG00000172765,TMCC1
ENSG00000172794,RAB37
ENSG00000172795,DCP2
ENSG00000172809,RPL38
ENSG00000172831,CES2
ENSG00000172845,SP3
ENSG00000172869,DMXL1
ENSG00000172889,EGFL7
ENSG00000172893,DHCR7
ENSG00000172915,NBEA
ENSG00000172922,RNASEH2C
ENSG00000172932,ANKRD13D
ENSG00000172939,OXSR1
ENSG00000172992,DCAKD
ENSG00000173011,TADA2B
ENSG00000173020,GRK2
ENSG00000173039,RELA
ENSG00000173064,HECTD4
ENSG00000173065,FAM222B
ENSG00000173068,BNC2
ENSG00000173114,LRRN3
ENSG00000173120,KDM2A
ENSG00000173141,MRPL57
ENSG00000173210,ABLIM3
ENSG00000173221,GLRX
ENSG00000173230,GOLGB1
ENSG00000173267,SNCG
ENSG00000173272,MZT2A
ENSG00000173273,TNKS
ENSG00000173276,ZBTB21
ENSG00000173320,STOX2
ENSG00000173402,DAG1
ENSG00000173404,INSM1
ENSG00000173406,DAB1
ENSG00000173409,ARV1
ENSG00000173418,NAA20
ENSG00000173482,PTPRM
ENSG00000173517,PEAK1
ENSG00000173545,ZNF622
ENSG00000173575,CHD2
ENSG00000173611,SCAI
ENSG00000173674,EIF1AX
ENSG00000173692,PSMD1
ENSG00000173726,TOMM20
ENSG00000173744,AGFG1
ENSG00000173757,STAT5B
ENSG00000173786,CNP
ENSG00000173812,EIF1
ENSG00000173821,RNF213
ENSG00000173852,DPY19L1
ENSG00000173875,ZNF791
ENSG00000173889,PHC3
ENSG00000173898,SPTBN2
ENSG00000173905,GOLIM4
ENSG00000173914,RBM4B
ENSG00000173992,CCS
ENSG00000174013,FBXO45
ENSG00000174080,CTSF
ENSG00000174106,LEMD3
ENSG00000174132,FAM174A
ENSG00000174136,RGMB
ENSG00000174165,ZDHHC24
ENSG00000174173,TRMT10C
ENSG00000174197,MGA
ENSG00000174238,PITPNA
ENSG00000174282,ZBTB4
ENSG00000174306,ZHX3
ENSG00000174405,LIG4
ENSG00000174437,ATP2A2
ENSG00000174446,SNAPC5
ENSG00000174456,C12orf76
ENSG00000174460,ZCCHC12
ENSG00000174469,CNTNAP2
ENSG00000174516,PELI3
ENSG00000174521,TTC9B
ENSG00000174574,AKIRIN1
ENSG00000174579,MSL2
ENSG00000174606,ANGEL2
ENSG00000174607,UGT8
ENSG00000174628,IQCK
ENSG00000174684,B4GAT1
ENSG00000174695,TMEM167A
ENSG00000174720,LARP7
ENSG00000174738,NR1D2
ENSG00000174748,RPL15
ENSG00000174775,HRAS
ENSG00000174780,SRP72
ENSG00000174840,PDE12
ENSG00000174886,NDUFA11
ENSG00000174891,RSRC1
ENSG00000174915,PTDSS2
ENSG00000174938,SEZ6L2
ENSG00000174939,ASPHD1
